Economy,region,incomegroup,Year,Ease_of_Doing_Business_Rank,Overall_DTF,Starting_a_Business_Rank,Starting_a_Business_DTF,Starting_a_Business_Procedure_Men_(number),Starting_a_Business_Time_Men_(days),Starting_a_Business_Cost_Men_(%_of_income_per_capita),Starting_a_Business_Procedure_Women_(number),Starting_a_Business_Time_Women_(days),Starting_a_Business_Cost_Women_(%_of_income_per_capita),Starting_a_Business_Paid_in_min._capital_(%_of_income_per_capita),Dealing_with_Construction_Permits_Rank,Dealing_with_Construction_Permits_DTF,Dealing_with_Construction_Permits_Procedures_(number),Dealing_with_Construction_Permits_Time_(days),Dealing_with_Construction_Permits_Cost_(%_of_warehouse_value),Dealing_with_Construction_Permits_Building_quality_control_index_(0_15),Dealing_with_Construction_Permits_Quality_of_building_regulations_index_(0_2),Dealing_with_Construction_Permits_Quality_control_before_construction_index_(0_1),Dealing_with_Construction_Permits_Quality_control_during_construction_index_(0_3),Dealing_with_Construction_Permits_Quality_control_after_construction_index_(0_3),Dealing_with_Construction_Permits_Liability_and_insurance_regimes_index_(0_2),Dealing_with_Construction_Permits_Professional_certifications_index_(0_4),Getting_Electricity_Rank,Getting_Electricity_DTF,Getting_Electricity_Procedures_(number),Getting_Electricity_Time_(days),Getting_Electricity_Cost_(%_of_income_per_capita),Getting_Electricity_Reliability_of_supply_and_transparency_of_tariff_index_(0_8),Getting_Electricity_Total_duration_and_frequency_of_outages_per_customer_a_year_(0_3),Getting_Electricity_Mechanisms_for_monitoring_outages_(0_1),Getting_Electricity_Mechanisms_for_restoring_service_(0_1),Getting_Electricity_Regulatory_monitoring_(0_1),Getting_Electricity_Financial_deterrents_aimed_at_limiting_outages_(0_1),Getting_Electricity_Communication_of_tariffs_and_tariff_changes_(0_1),Getting_Electricity_Price_of_electricity_(US_cents_per_kWh),Registering_Property_Rank,Registering_Property_DTF,Registering_Property_Procedures_(number),Registering_Property_Time_(days),Registering_Property_Cost_(%_of_property_value),Registering_Property_Quality_of_the_land_administration_index_(0_30),Registering_Property_Reliability_of_infrastructure_index_(0_8),Registering_Property_Transparency_of_information_index_(0_6),Registering_Property_Geographic_coverage_index_(0_8),Registering_Property_Land_dispute_resolution_index_(0_8),Registering_Property_Equal_access_to_property_rights_index_(_2_0),Getting_Credit_Rank,Getting_Credit_DTF,Getting_Credit_Strength_of_legal_rights_index_(0_12),Getting_Credit_Strength_of_legal_rights_index_(0_10)_old_methodology,Getting_Credit_Depth_of_credit_information_index_(0_8),Getting_Credit_Depth_of_credit_information_index_(0_6)_old_methodology,Getting_Credit_Credit_registry_coverage_(%_of_adults),Getting_Credit_Credit_bureau_coverage_(%_of_adults),Protecting_Minority_Investors_Rank,Protecting_Minority_Investors_DTF,Protecting_Minority_Investors_Strength_of_minority_investor_protection_index_(0_10),Protecting_Minority_Investors_Strength_of_investor_protection_index_(0_10)_old_methodology,Protecting_Minority_Investors_Extent_of_conflict_of_interest_regulation_index_(0_10),Protecting_Minority_Investors_Extent_of_disclosure_index_(0_10),Protecting_Minority_Investors_Extent_of_director_liability_index_(0_10),Protecting_Minority_Investors_Ease_of_shareholder_suits_index_(0_10),Protecting_Minority_Investors_Ease_of_shareholder_suits_index_(0_10)_old_methodology,Protecting_Minority_Investors_Extent_of_shareholder_governance_index_(0_10),Protecting_Minority_Investors_Extent_of_shareholder_rights_index_(0_10),Protecting_Minority_Investors_Extent_of_ownership_and_control_index_(0_10),Protecting_Minority_Investors_Extent_of_corporate_transparency_index_(0_10),Paying_Taxes_Rank,Paying_Taxes_Postfiling_index_(0_100),Paying_Taxes_DTF,Paying_Taxes_Payments_(number_per_year),Paying_Taxes_Time_(hours_per_year),Paying_Taxes_Total_tax_rate_(%_of_profit),Paying_Taxes_Profit_tax_(%_of_profit),Paying_Taxes_Labor_tax_and_contributions_(%_of_profit),Paying_Taxes_Other_taxes_(%_of_profit),Paying_Taxes_Administrative_appeal_process,Trading_across_Borders_Rank,Trading_across_Borders_DTF,Trading_across_Borders_Time_to_export:_Border_compliance_(hours),Trading_across_Borders_Cost_to_export:_Border_compliance_(USD),Trading_across_Borders_Time_to_export:_Documentary_compliance_(hours),Trading_across_Borders_Cost_to_export:_Documentary_compliance_(USD),Trading_across_Borders_Time_to_import:_Border_compliance_(hours),Trading_across_Borders_Cost_to_import:_Border_compliance_(USD),Trading_across_Borders_Time_to_import:_Documentary_compliance_(hours),Trading_across_Borders_Cost_to_import:_Documentary_compliance_(USD),Trading_across_Borders_Documents_to_export_(number)_old_methodology,Trading_across_Borders_Time_to_export_(days)_old_methodology,Trading_across_Borders_Cost_to_export_(US$_per_container)_old_methodology,Trading_across_Borders_Documents_to_import_(number)_old_methodology,Trading_across_Borders_Time_to_import_(days)_old_methodology,Trading_across_Borders_Cost_to_import_(US$_per_container)_old_methodology,Enforcing_Contracts_Rank,Enforcing_Contracts_DTF,Enforcing_Contracts_Time_(days),Enforcing_Contracts_Cost_(%_of_claim),Enforcing_Contracts_Quality_of_judicial_processes_index_(0_18),Resolving_Insolvency_Rank,Resolving_Insolvency_DTF,Resolving_Insolvency_Recovery_rate_(cents_on_the_dollar),Resolving_Insolvency_Time_(years),Resolving_Insolvency_Cost_(%_of_estate),Resolving_Insolvency_Outcome_(0_as_piecemeal_sale_and_1_as_going_concern),Resolving_Insolvency_Strength_of_insolvency_framework_index_(0_16),Resolving_Insolvency_Commencement_of_proceedings_index_(0_3),Resolving_Insolvency_Management_of_debtor's_assets_index_(0_6),Resolving_Insolvency_Reorganization_proceedings_index_(0_3),Resolving_Insolvency_Creditor_participation_index_(0_4)
Ireland,High income: OECD,High income,DB2016,15,79.25,19,94.18,4,6,0.2,4,6,0.2,0,43,75.03,10,149.5,6.2,13,2,1,3,3,0,4,27,84.17,5,85,70.8,8,3,1,1,1,1,1,23.4,40,76.27,5,31.5,2.5,21,8,4.5,2,6.5,N/A,29,70,7,,7,,0,100,10,73.33,7.3,,8.7,9,8,9,,6,7,4,7,5,92.7,94.4,9,82,26,12.4,12.1,1.4,,47,87.25,24,305,1,75,24,253,1,75,,,,,,,88,57.88,650,26.9,8.5,17,80.01,87.7,0.4,9,1,10.5,3,5,1.5,1
Ireland,High income: OECD,High income,DB2015,,79.01,,94.17,4,6,0.3,4,6,0.3,0,,73.67,10,149.5,7.3,13,2,1,3,3,0,4,,84.13,5,85,83.3,8,3,1,1,1,1,1,24.1,,76.26,5,31.5,2.6,21,8,4.5,2,6.5,,,70,7,,7,,0,100,,71.67,7.2,,8.3,9,7,9,9,6,7,4,7,,,95.07,9,80,26,12.4,12.1,1.4,,,87.25,24,305,1,75,24,253,1,75,2,8,1160,2,9,1121,,57.88,650,26.9,8.5,,80.03,87.7,0.4,9,1,10.5,3,5,1.5,1
Ireland,High income: OECD,High income,DB2014,,83.07,,93.17,4,10,0.3,4,10,0.3,0,,66.95,11,132,8.9,,,,,,,,,61.42,5,205,89.4,,,,,,,,,,77.54,5,36.5,2.6,,,,,,,,87.5,7,9,7,5,0,100,,86.67,7.3,8.7,8.7,10,7,9,9,6,7,4,7,,,95.07,9,80,25.8,11.9,11.6,,,,92.57,,,,,,,,,2,8,1160,2,10,1121,,75.47,650,26.9,,,79.98,87.6,,9,1,10.5,3,5,1.5,1
Ireland,High income: OECD,High income,DB2013,,82.48,,93.17,4,10,0.3,4,10,0.3,0,,60.96,11,132,12.5,,,,,,,,,61.4,5,205,94.2,,,,,,,,,,77.62,5,36.5,2.5,,,,,,,,87.5,,9,,5,0,100,,86.67,,8.7,,10,7,,9,,,,,,,95.07,9,80,25.6,,,,,,92.67,,,,,,,,,2,8,1135,2,10,1121,,75.47,650,26.9,,,94.24,87.5,,9,1,,,,,
Ireland,High income: OECD,High income,DB2012,,81.54,,92.4,4,13,0.4,4,13,0.4,0,,61.27,11,132,12.3,,,,,,,,,61.41,5,205,91.1,,,,,,,,,,68.66,5,37,6.5,,,,,,,,87.5,,9,,5,0,100,,86.67,,8.7,,10,7,,9,,,,,,,95.83,8,76,25.5,,,,,,92.66,,,,,,,,,2,8,1109,2,10,1121,,75.47,650,26.9,,,93.56,86.9,,9,1,,,,,
Ireland,High income: OECD,High income,DB2011,,82.02,,92.4,4,13,0.4,4,13,0.4,0,,62.18,11,132,11.8,,,,,,,,,61.43,5,205,86.6,,,,,,,,,,68.68,5,36.5,6.5,,,,,,,,87.5,,9,,5,0,100,,86.67,,8.7,,10,7,,9,,,,,,,95.28,9,76,25.8,,,,,,92.8,,,,,,,,,2,8,1109,2,10,1121,,79.16,515,26.9,,,94.12,87.4,,9,,,,,,
Ireland,High income: OECD,High income,DB2010,,82.61,,92.41,4,13,0.3,4,13,0.3,0,,68.51,10,119,9.5,,,,,,,,,61.49,5,205,72.9,,,,,,,,,,68.7,5,36.5,6.5,,,,,,,,87.5,,9,,5,0,100,,86.67,,8.7,,10,7,,9,,,,,,,95.28,9,76,25.6,,,,,,93.16,,,,,,,,,2,8,1109,2,10,1121,,79.16,515,26.9,,,93.18,86.6,,9,,,,,,
Ireland,High income: OECD,High income,DB2009,,,,92.41,4,13,0.3,4,13,0.3,0,,68.65,10,119,9.4,,,,,,,,,,,,,,,,,,,,,,61.8,5,36.5,9.6,,,,,,,,87.5,,9,,5,0,100,,86.67,,8.7,,10,7,,9,,,,,,,95.28,9,76,25.5,,,,,,93.37,,,,,,,,,2,8,1109,2,10,1121,,79.16,515,26.9,,,93.18,86.6,,9,,,,,,
Ireland,High income: OECD,High income,DB2008,,,,92.41,4,13,0.3,4,13,0.3,0,,68.46,10,119,9.6,,,,,,,,,,,,,,,,,,,,,,60.46,5,36.5,10.2,,,,,,,,87.5,,9,,5,0,100,,86.67,,8.7,,10,7,,9,,,,,,,95.28,9,76,25.4,,,,,,93.29,,,,,,,,,2,8,1090,2,10,1139,,79.16,515,26.9,,,93.8,87.1,,9,,,,,,
Ireland,High income: OECD,High income,DB2007,,,,92.41,4,13,0.3,4,13,0.3,0,,66.45,10,119,10.8,,,,,,,,,,,,,,,,,,,,,,60.44,5,36.5,10.3,,,,,,,,87.5,,9,,5,0,100,,86.67,,8.7,,10,7,,9,,,,,,,95.28,9,76,25.4,,,,,,93.05,,,,,,,,,2,8,1090,2,10,1139,,79.16,515,26.9,,,94.6,87.9,,9,,,,,,
Ireland,High income: OECD,High income,DB2006,,,,90.53,4,18,5.3,4,18,5.3,0,,65.39,10,119,11.4,,,,,,,,,,,,,,,,,,,,,,60.44,5,36.5,10.3,,,,,,,,87.5,,9,,5,0,100,,86.67,,8.7,,10,7,,9,,,,,,,95.28,9,76,25.4,,,,,,92.87,,,,,,,,,2,8,1090,2,10,1139,,78.12,515,26.9,,,94.71,88,,9,,,,,,
Ireland,High income: OECD,High income,DB2005,,,,89.9,4,18,10.3,4,18,10.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,60.43,5,36.5,10.3,,,,,,,,87.5,,9,,5,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.08,515,26.9,,,94.6,87.9,,9,,,,,,
Ireland,High income: OECD,High income,DB2004,,,,89.9,4,18,10.4,4,18,10.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.08,515,26.9,,,94.4,87.7,,9,,,,,,
Israel,High income: OECD,High income,DB2017,52,71.65,41,92.28,4,12,3.3,4,12,3.3,0,71,71.61,15,209,1.5,13,2,0,2,3,2,4,71,75.2,6,102,14.7,7,2,1,1,1,1,1,13.9,126,52.84,6,81,8.3,14,6,3,0,5,0,44,65,6,,7,,0,72.5,9,75,7.5,,8.3,7,9,9,,6.7,7,4,9,96,65.5,71,33,235,28.1,20.8,5.8,1.4,N/A,59,82.85,36,150,13,73,64,307,44,70,,,,,,,89,57.93,975,25.3,13,31,72.75,62.6,2,23,1,12.5,3,5.5,2,2
Israel,High income: OECD,High income,DB2016,49,71.44,50,90.55,5,13,3.4,5,13,3.4,0,69,71.54,15,209,1.6,13,2,0,2,3,2,4,67,75.21,6,102,11.6,7,2,1,1,1,1,1,14.3,126,52.84,6,81,8.3,14,6,3,0,5,N/A,42,65,6,,7,,0,67.5,7,75,7.5,,8.3,7,9,9,,6.7,7,4,9,93,65.5,71.06,33,235,27.9,23.6,5.6,1.4,,57,82.85,36,150,13,73,64,307,44,70,,,,,,,87,57.93,975,25.3,13,30,72.47,62.1,2,23,1,12.5,3,5.5,2,2
Israel,High income: OECD,High income,DB2015,,71.64,,90.54,5,13,3.5,5,13,3.5,0,,71.5,15,209,1.6,13,2,0,2,3,2,4,,75.21,6,102,11.8,7,2,1,1,1,1,1,14.2,,52.84,6,81,8.3,14,6,3,0,5,,,65,6,,7,,0,100,,75,7.5,,8.3,7,9,9,8,6.7,7,4,9,,,73.5,33,235,26.7,22.3,5.5,1.4,,,82.85,36,150,13,73,64,307,44,70,4,10,620,4,10,565,,57.93,975,25.3,13,,72.08,61.4,2,23,1,12.5,3,5.5,2,2
Israel,High income: OECD,High income,DB2014,,73.21,,90.47,5,13,4.1,5,13,4.1,0,,66.22,15,209,1.7,,,,,,,,,71.1,6,102,13.8,,,,,,,,,,57.11,6,81,7.3,,,,,,,,87.5,6,9,7,5,0,100,,80,7.5,8,8.3,7,9,9,8,6.7,7,4,9,,,72.44,33,235,28.9,22.1,5.3,,,,89.37,,,,,,,,,4,10,620,4,10,565,,52.61,975,25.3,,,71.68,60.6,,23,1,12.5,3,5.5,2,2
Israel,High income: OECD,High income,DB2013,,72.69,,88.71,5,20,4,5,20,4,0,,66.22,15,209,1.7,,,,,,,,,71.1,6,102,13.8,,,,,,,,,,57.11,6,81,7.3,,,,,,,,87.5,,9,,5,0,100,,80,,8,,7,9,,8,,,,,,,73.75,33,235,25.6,,,,,,89.21,,,,,,,,,4,10,620,4,10,565,,52.61,975,25.3,,,60.67,56.4,,23,1,,,,,
Israel,High income: OECD,High income,DB2012,,71.62,,88.92,5,19,4.4,5,19,4.4,0,,66.07,15,209,1.8,,,,,,,,,71.11,6,102,12.2,,,,,,,,,,47.07,6,144,7.3,,,,,,,,87.5,,9,,5,0,100,,80,,8,,7,9,,8,,,,,,,73.45,33,235,26.8,,,,,,89.23,,,,,,,,,4,10,610,4,10,545,,54.93,890,25.3,,,57.93,53.8,,23,1,,,,,
Israel,High income: OECD,High income,DB2011,,71.65,,88.94,5,19,4.3,5,19,4.3,0,,65.97,15,209,1.9,,,,,,,,,71.11,6,102,12.6,,,,,,,,,,47.07,6,144,7.3,,,,,,,,87.5,,9,,5,0,88.2,,80,,8,,7,9,,8,,,,,,,73.1,33,235,27.5,,,,,,88.15,,,,,,,,,4,11,670,4,10,605,,54.93,890,25.3,,,59.69,55.5,,23,,,,,,
Israel,High income: OECD,High income,DB2010,,71.13,,88.95,5,19,4.2,5,19,4.2,0,,65.88,15,209,1.9,,,,,,,,,71.11,6,102,12.7,,,,,,,,,,47.07,6,144,7.3,,,,,,,,87.5,,9,,5,0,89.8,,80,,8,,7,9,,8,,,,,,,73,33,230,28.3,,,,,,87.05,,,,,,,,,4,12,665,4,12,605,,54.93,890,25.3,,,55.77,51.8,,23,,,,,,
Israel,High income: OECD,High income,DB2009,,,,88.92,5,19,4.4,5,19,4.4,0,,65.71,15,209,2,,,,,,,,,,,,,,,,,,,,,,47.06,6,144,7.3,,,,,,,,87.5,,9,,5,0,91,,80,,8,,7,9,,8,,,,,,,72.14,33,230,30.1,,,,,,86.98,,,,,,,,,4,12,665,4,12,605,,54.93,890,25.3,,,55.77,51.8,,23,,,,,,
Israel,High income: OECD,High income,DB2008,,,,88.92,5,19,4.4,5,19,4.4,0,,65.63,15,209,2.1,,,,,,,,,,,,,,,,,,,,,,41.51,6,144,9.8,,,,,,,,87.5,,9,,5,0,91.6,,80,,8,,7,9,,8,,,,,,,71.24,33,230,32,,,,,,87.59,,,,,,,,,4,12,560,4,12,560,,54.93,890,25.3,,,54.63,50.8,,23,,,,,,
Israel,High income: OECD,High income,DB2007,,,,88.84,5,19,5.1,5,19,5.1,0,,65.12,15,209,2.4,,,,,,,,,,,,,,,,,,,,,,41.5,6,144,9.8,,,,,,,,87.5,,9,,5,0,100,,80,,8,,7,9,,8,,,,,,,69.38,34,230,34.8,,,,,,87.49,,,,,,,,,4,12,560,4,12,560,,54.93,890,25.3,,,54.87,51,,23,,,,,,
Israel,High income: OECD,High income,DB2006,,,,88.81,5,19,5.3,5,19,5.3,0,,64.95,15,209,2.5,,,,,,,,,,,,,,,,,,,,,,41.5,6,144,9.8,,,,,,,,87.5,,9,,5,0,100,,80,,8,,7,9,,8,,,,,,,69.03,34,230,35.5,,,,,,87.45,,,,,,,,,4,12,560,4,12,560,,54.93,890,25.3,,,53.81,50,,23,,,,,,
Israel,High income: OECD,High income,DB2005,,,,88.78,5,19,5.5,5,19,5.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,6,144,9.8,,,,,,,,75,,9,,3,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.93,890,25.3,,,49.26,45.8,,23,,,,,,
Israel,High income: OECD,High income,DB2004,,,,88.78,5,19,5.5,5,19,5.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.93,890,25.3,,,47.5,44.1,,23,,,,,,
Italy,High income: OECD,High income,DB2017,50,72.25,63,89.4,6,6.5,13.9,6,6.5,13.9,0,86,69.41,10,227.5,3.5,11,2,0,2,3,2,2,51,80.7,4,124,158,7,2,1,1,1,1,1,21.6,24,81.69,4,16,4.4,26.5,8,4.5,8,6,0,101,45,2,,7,,29,100,42,63.33,6.3,,6,7,4,7,,6.7,8,5,7,126,48.4,61.65,14,240,62,17,43.4,1.9,N/A,1,100,0,0,1,0,0,0,1,0,,,,,,,108,54.79,1120,23.1,13,25,76.59,63.9,1.8,22,1,13.5,3,5.5,3,2
Italy,High income: OECD,High income,DB2016,44,71.97,57,89.39,6,6.5,14,6,6.5,14,0,82,69.31,10,227.5,3.6,11,2,0,2,3,2,2,45,80.69,4,124,161.4,7,2,1,1,1,1,1,23.8,24,81.67,4,16,4.4,26.5,8,4.5,8,6,N/A,97,45,2,,7,,27.3,100,40,63.33,6.3,,6,7,4,7,,6.7,8,5,7,134,48.4,59.33,14,269,64.8,19.5,43.4,1.9,,1,100,0,0,1,0,0,0,1,0,,,,,,,106,54.79,1120,23.1,13,23,76.14,63.1,1.8,22,1,13.5,3,5.5,3,2
Italy,High income: OECD,High income,DB2015,,71.96,,89.22,6,7,14.4,6,7,14.4,0,,69.25,10,227.5,3.7,11,2,0,2,3,2,2,,80.68,4,124,163.9,7,2,1,1,1,1,1,25.5,,81.66,4,16,4.4,26.5,8,4.5,8,6,,,45,2,,7,,24.6,100,,63.33,6.3,,6,7,4,7,7,6.7,8,5,7,,,63.35,13,269,65.2,19.9,43.4,1.9,,,100,0,0,1,0,0,0,1,0,3,19,1195,3,18,1145,,51.17,1185,23.1,12,,75.98,62.8,1.8,22,1,13.5,3,5.5,3,2
Italy,High income: OECD,High income,DB2014,,68.18,,86.88,7,8,14.4,7,8,14.4,9.8,,67.79,10,227.5,3.7,,,,,,,,,78.19,4,124,215.9,,,,,,,,,,79.43,4,16,4.4,,,,,,,,50,2,3,7,5,25.6,100,,60,6.3,6,6,7,4,7,7,6.7,8,5,7,,,63.1,13,269,65.6,22.9,43.4,,,,83.34,,,,,,,,,3,19,1195,3,18,1145,,45.61,1185,23.1,,,75.93,62.7,,22,1,13.5,3,5.5,3,2
Italy,High income: OECD,High income,DB2013,,67.39,,86.6,7,8,16.7,7,8,16.7,9.7,,67.86,10,227.5,3.7,,,,,,,,,78.2,4,124,213.2,,,,,,,,,,75.08,5,25,4.5,,,,,,,,50,,3,,5,24.1,100,,60,,6,,7,4,,7,,,,,,,61.95,13,269,67.6,,,,,,82.86,,,,,,,,,3,20,1195,3,18,1145,,43.06,1185,29.9,,,68.29,63.4,,22,1,,,,,
Italy,High income: OECD,High income,DB2012,,66.83,,86.62,7,7,18.4,7,7,18.4,9.9,,67.72,10,227.5,3.8,,,,,,,,,78.18,4,124,218.7,,,,,,,,,,75.05,5,25,4.5,,,,,,,,50,,3,,5,23,100,,60,,6,,7,4,,7,,,,,,,60.57,14,285,67.6,,,,,,82.06,,,,,,,,,3,20,1295,3,18,1245,,42.38,1210,29.9,,,65.73,61.1,,22,1,,,,,
Italy,High income: OECD,High income,DB2011,,66.5,,86.57,7,7,18.7,7,7,18.7,10.1,,67.78,10,227.5,3.7,,,,,,,,,78.17,4,124,222.5,,,,,,,,,,75.03,5,25,4.5,,,,,,,,50,,3,,5,16.6,80.5,,60,,6,,7,4,,7,,,,,,,60.57,14,285,67.6,,,,,,82.03,,,,,,,,,3,20,1295,3,18,1245,,42.38,1210,29.9,,,62.44,58,,22,,,,,,
Italy,High income: OECD,High income,DB2010,,66.12,,85.68,7,11,18,7,11,18,9.7,,68,10,227.5,3.6,,,,,,,,,78.2,4,124,214.5,,,,,,,,,,75.07,5,25,4.5,,,,,,,,50,,3,,5,12.2,77.5,,60,,6,,7,4,,7,,,,,,,59.08,14,314,67.6,,,,,,81.94,,,,,,,,,3,20,1281,3,18,1231,,42.38,1210,29.9,,,60.89,56.6,,22,,,,,,
Italy,High income: OECD,High income,DB2009,,,,87.35,6,10,18.5,6,10,18.5,9.7,,68.03,10,227.5,3.6,,,,,,,,,,,,,,,,,,,,,,75.05,5,25,4.5,,,,,,,,50,,3,,5,11.8,74.9,,60,,6,,7,4,,7,,,,,,,56.08,14,314,72.5,,,,,,81.72,,,,,,,,,3,20,1281,3,18,1231,,38.21,1210,29.9,,,60.89,56.6,,22,,,,,,
Italy,High income: OECD,High income,DB2008,,,,82.14,9,13,18.7,9,13,18.7,9.8,,67.96,10,227.5,3.6,,,,,,,,,,,,,,,,,,,,,,75.18,5,25,4.4,,,,,,,,50,,3,,5,11,71.5,,60,,6,,7,4,,7,,,,,,,52.85,14,340,75.3,,,,,,81.61,,,,,,,,,3,20,1267,3,18,1217,,38.21,1210,29.9,,,66.52,61.8,,22,,,,,,
Italy,High income: OECD,High income,DB2007,,,,81.95,9,13,20,9,13,20,10.4,,69.07,10,227.5,2.9,,,,,,,,,,,,,,,,,,,,,,74.96,5,25,4.5,,,,,,,,50,,3,,5,9.9,67.8,,60,,6,,7,4,,7,,,,,,,52.85,14,340,75.3,,,,,,81.45,,,,,,,,,3,20,1267,3,18,1217,,38.21,1210,29.9,,,67.29,62.5,,22,,,,,,
Italy,High income: OECD,High income,DB2006,,,,81.84,9,13,20.7,9,13,20.7,10.8,,68.9,10,227.5,3,,,,,,,,,,,,,,,,,,,,,,74.95,5,25,4.5,,,,,,,,56.25,,3,,6,6.1,59.9,,60,,6,,7,4,,7,,,,,,,51.95,14,340,76.7,,,,,,81.28,,,,,,,,,3,20,1267,3,18,1217,,34.66,1390,29.9,,,68.45,63.6,,22,,,,,,
Italy,High income: OECD,High income,DB2005,,,,81.71,9,13,21.4,9,13,21.4,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,74.9,5,25,4.6,,,,,,,,56.25,,3,,6,7.9,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.66,1390,29.9,,,68,63.2,,22,,,,,,
Italy,High income: OECD,High income,DB2004,,,,79.09,9,23,22.1,9,23,22.1,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.66,1390,29.9,,,37.61,34.9,,22,,,,,,
Jamaica,Latin America & Caribbean,Upper middle income,DB2017,67,67.54,12,95.61,2,10,4.3,2,10,4.3,0,75,71.15,17,129.5,0.8,10,1,1,2,2,1,3,101,68,7,95,231.6,6,1,1,1,1,1,1,20.5,123,53.7,8,18,9.8,14,5,5.5,0,3.5,0,16,80,9,,7,,0,23.3,63,58.33,5.8,,5.7,4,8,5,,6,6,6,6,116,19.5,65.18,11,268,34.3,14,13.4,7,N/A,131,60.7,58,876,47,90,80,906,72,90,,,,,,,117,53.6,550,45.6,8.5,38,69.15,64.6,1.1,18,1,11,2.5,4.5,1,3
Jamaica,Latin America & Caribbean,Upper middle income,DB2016,65,66.73,6,97.28,2,3,5,2,3,5,0,71,71.1,17,129.5,0.9,10,1,1,2,2,1,3,81,71.09,7,95,242.9,7,2,1,1,1,1,1,28,120,53.67,8,18,9.8,14,5,5.5,0,3.5,N/A,14,80,9,,7,,0,22.4,62,58.33,5.8,,5.7,4,8,5,,6,6,6,6,155,19.4,53.52,37,280,35.3,14.8,13.4,7,,133,59.61,58,876,62,90,80,906,72,90,,,,,,,114,53.6,550,45.6,8.5,36,69.08,64.5,1.1,18,1,11,2.5,4.5,1,3
Jamaica,Latin America & Caribbean,Upper middle income,DB2015,,65.84,,94.27,2,15,4.9,2,15,4.9,0,,68.82,17,159.5,1,10,1,1,2,2,1,3,,74.14,7,95,268.3,8,3,1,1,1,1,1,41.6,,53.61,8,18,9.9,14,5,5.5,0,3.5,,,80,10,,6,,0,10.1,,58.33,5.8,,5.7,4,8,5,4,6,6,6,6,,,62.76,36,278,41.1,21.4,13.3,6.4,,,59.61,58,876,62,90,80,906,72,90,6,20,1580,7,17,2180,,53.6,550,45.6,8.5,,53.29,64.2,1.1,18,1,6,2,2,0,2
Jamaica,Latin America & Caribbean,Upper middle income,DB2014,,64.58,,91.93,5,6,6.4,5,6,6.4,0,,73.44,15,145.5,1,,,,,,,,,65,7,95,392.9,,,,,,,,,,58.81,7,17,9.9,,,,,,,,50,6,8,0,0,0,0,,53.33,5.8,5.3,5.7,4,8,5,4,6,6,6,6,,,60.1,36,278,46.5,25.7,12.9,,,,67.47,,,,,,,,,6,20,1530,7,17,2130,,56.61,550,45.6,,,53.32,64.2,,18,1,6,2,2,0,2
Jamaica,Latin America & Caribbean,Upper middle income,DB2013,,64.54,,90.17,6,7,6.7,6,7,6.7,0,,72.43,15,155.5,1.1,,,,,,,,,64.96,7,95,402.9,,,,,,,,,,63.15,7,17.5,7.9,,,,,,,,50,,8,,0,0,0,,53.33,,5.3,,4,8,,4,,,,,,,60.04,36,278,46.6,,,,,,66.76,,,,,,,,,6,20,1500,7,17,2130,,56.61,550,45.6,,,67.96,63.1,,18,1,,,,,
Jamaica,Latin America & Caribbean,Upper middle income,DB2012,,62.74,,90.11,6,7,7.2,6,7,7.2,0,,72.32,15,155.5,1.1,,,,,,,,,65.27,7,95,328,,,,,,,,,,63.09,7,17.5,7.9,,,,,,,,50,,8,,0,0,0,,53.33,,5.3,,4,8,,4,,,,,,,42.67,72,324,46.6,,,,,,66.59,,,,,,,,,6,20,1410,7,18,1990,,53.74,655,45.6,,,70.3,65.3,,18,1,,,,,
Jamaica,Latin America & Caribbean,Upper middle income,DB2011,,62.56,,90.12,6,8,5.2,6,8,5.2,0,,72.44,14,166,1.3,,,,,,,,,65.12,7,95,363.8,,,,,,,,,,62.99,7,17.5,8,,,,,,,,50,,8,,0,0,0,,53.33,,5.3,,4,8,,4,,,,,,,42.59,72,324,46.7,,,,,,65.26,,,,,,,,,6,20,1410,7,18,1990,,53.74,655,45.6,,,70.04,65.1,,18,,,,,,
